customer_id,first_name,last_name,email,city,province,signup_date,loyalty_level
C00033,Gregory,Diaz,boylejoshua@example.org,Mississauga,Ontario,2022-07-18,Bronze
C00034,Gina,Wood,emanning@example.com,Toronto,Ontario,2024-07-06,Gold
C00035,Regina,Massey,michaelnelson@example.net,Calgary,Alberta,2021-12-28,Bronze
C00036,Wendy,Rice,bailey45@example.org,Calgary,Alberta,2023-12-06,Bronze
C00037,Carlos,Hicks,paula46@example.org,Ottawa,Ontario,2025-05-19,Silver
C00038,Alyssa,Jones,hnelson@example.org,Brampton,Ontario,2025-09-30,Bronze
C00039,Joshua,Horne,bryantdustin@example.net,Ottawa,Ontario,2026-01-04,Bronze
C00040,Erin,Williams,churchheidi@example.net,Edmonton,Alberta,2022-12-12,Bronze
C00041,Tanner,Martinez,zcoleman@example.org,Edmonton,Alberta,2021-10-14,Gold
C00042,Jeremy,Alexander,smithjessica@example.com,Mississauga,Ontario,2026-07-06,Bronze
C00043,Stephen,Weaver,jennareid@example.com,Ottawa,Ontario,2024-09-17,Silver
C00044,Jonathan,Alexander,castrotravis@example.net,Toronto,Ontario,2024-09-27,Bronze
C00045,Samuel,Townsend,williamsmith@example.net,Hamilton,Ontario,2024-02-19,Silver
C00046,Misty,Thomas,navarrosarah@example.com,Ottawa,Ontario,2024-05-01,Silver
C00047,Lisa,Harris,kmejia@example.org,Toronto,Ontario,2024-12-14,Bronze
C00048,Robert,Henderson,monica98@example.org,Vancouver,British Columbia,2025-06-02,Bronze
C00049,David,Boyd,kimberly40@example.org,Brampton,Ontario,2024-09-04,Bronze
C00050,Donald,Scott,brobles@example.com,Ottawa,Ontario,2022-06-30,Bronze
C00051,Maria,Stevens,mary36@example.org,Edmonton,Alberta,2025-07-02,Bronze
C00052,Brittany,Gibson,jasonblack@example.org,Vancouver,British Columbia,2021-07-27,Silver
C00053,Robert,Rosario,jeffreyevans@example.org,Toronto,Ontario,2025-02-02,Silver
C00054,Vanessa,Anderson,alexanderortiz@example.org,Mississauga,Ontario,2024-01-14,Bronze
C00055,Scott,Atkinson,lovekevin@example.org,Ottawa,Ontario,2024-02-13,Bronze
C00056,Albert,Montgomery,evelynharmon@example.net,Hamilton,Ontario,2022-12-25,Bronze
C00057,Nathan,Lewis,crystal31@example.net,Mississauga,Ontario,2022-03-27,Bronze
C00058,Arthur,Dennis,paul95@example.org,Vancouver,British Columbia,2023-05-12,Bronze
C00059,Sara,Vega,johnstonhailey@example.net,Calgary,Alberta,2025-09-23,Bronze
C00060,Emma,Thornton,miranda31@example.org,Vancouver,British Columbia,2024-04-24,Bronze
C00061,Dawn,Chang,flynnlynn@example.org,Hamilton,Ontario,2022-08-16,Bronze
C00062,Shelley,Lee,hreynolds@example.net,Calgary,Alberta,2025-07-18,Silver
C00063,Jessica,Lee,patriciamartin@example.org,Mississauga,Ontario,2021-10-30,Bronze
C00064,Christopher,Robbins,zgonzalez@example.net,Toronto,Ontario,2023-10-17,Silver
C00065,Shelby,Robinson,brianreed@example.com,Hamilton,Ontario,2024-08-06,Bronze
C00066,Jeremy,Anderson,steven56@example.org,Vancouver,British Columbia,2023-08-09,Silver
C00067,Todd,Mahoney,david00@example.com,Toronto,Ontario,2024-03-30,Bronze
C00068,Danielle,Richard,francisjulie@example.org,Calgary,Alberta,2024-06-26,Bronze
C00069,Daniel,Torres,valencianoah@example.org,Ottawa,Ontario,2024-05-10,Bronze
C00070,Becky,Newton,garciajonathan@example.org,Toronto,Ontario,2024-07-21,Silver
C00071,Kathryn,Carlson,natalie28@example.net,Vancouver,British Columbia,2026-07-19,Bronze
C00072,Joseph,Wilkerson,skennedy@example.net,Brampton,Ontario,2025-08-20,Bronze
C00073,Philip,Waters,rollinswillie@example.com,Hamilton,Ontario,2022-08-17,Silver
C00074,Nathan,Mitchell,christinalee@example.org,Hamilton,Ontario,2024-05-19,Bronze
C00075,Karina,Thomas,racheljimenez@example.org,Ottawa,Ontario,2023-12-04,Gold
C00076,David,Santos,vjohnson@example.net,Edmonton,Alberta,2022-04-28,Bronze
C00077,Kristen,Anderson,colemanjames@example.net,Brampton,Ontario,2024-11-15,Bronze
C00078,Samuel,Mosley,alansteele@example.org,Ottawa,Ontario,2023-05-06,Silver
C00079,Christina,Foster,jessicavaughn@example.org,Toronto,Ontario,2022-04-05,Bronze
C00080,Matthew,Scott,amitchell@example.com,Mississauga,Ontario,2022-11-15,Bronze
C00081,Abigail,Torres,amy21@example.org,Edmonton,Alberta,2023-09-07,Gold
C00082,Johnathan,Anderson,bfernandez@example.com,Edmonton,Alberta,2022-10-09,Bronze
C00083,Charles,Parsons,martinezcarol@example.com,Toronto,Ontario,2022-05-28,Bronze
C00084,Julie,Hull,jeremiah31@example.com,Mississauga,Ontario,2023-03-18,Bronze
C00085,Jessica,Lucas,dunlaprachel@example.com,Toronto,Ontario,2025-07-04,Bronze
C00086,Logan,Lindsey,anthony16@example.org,Vancouver,British Columbia,2025-07-02,Bronze
C00087,Sherry,Hall,alvarezjeremy@example.org,Edmonton,Alberta,2021-12-14,Bronze
C00088,Theresa,Baker,dyerkrista@example.com,Edmonton,Alberta,2022-03-29,Bronze
C00089,Sherry,Lopez,francislarry@example.net,Calgary,Alberta,2024-05-17,Silver
C00090,Patrick,Graves,justin69@example.net,Toronto,Ontario,2026-04-19,Silver
C00091,Jennifer,Davis,timothy70@example.net,Toronto,Ontario,2026-06-04,Bronze
C00092,Steven,Johnson,amy68@example.net,Vancouver,British Columbia,2023-06-13,Bronze
C00093,Rebecca,Hudson,ydunlap@example.org,Mississauga,Ontario,2023-06-06,Bronze
C00094,Mary,Ramirez,amandawall@example.com,Toronto,Ontario,2024-11-13,Silver
C00095,Annette,Carroll,holtwilliam@example.net,Vancouver,British Columbia,2022-03-09,Bronze
C00096,Kayla,Smith,michael94@example.com,Ottawa,Ontario,2025-01-27,Bronze
C00097,Connie,Parsons,jeffreyramirez@example.net,Toronto,Ontario,2025-12-04,Bronze
C00098,Timothy,Roy,simondana@example.com,Hamilton,Ontario,2021-12-11,Bronze
C00099,Hannah,Stewart,dukecatherine@example.com,Edmonton,Alberta,2025-05-16,Bronze
C00100,Ronnie,Harris,xpreston@example.com,Brampton,Ontario,2021-09-09,Bronze
C00101,Brandon,Davis,wanda56@example.org,Ottawa,Ontario,2022-02-04,Bronze
C00102,Gregory,Powell,delgadopatricia@example.net,Toronto,Ontario,2025-12-31,Bronze
C00103,Craig,Hernandez,patricia09@example.org,Hamilton,Ontario,2021-09-23,Silver
C00104,Sandra,Brown,andrewthomas@example.com,Brampton,Ontario,2025-11-30,Silver
C00105,Kevin,Delgado,loliver@example.org,Hamilton,Ontario,2025-03-26,Bronze
C00106,Aaron,Simpson,carlosmoore@example.org,Ottawa,Ontario,2025-04-11,Silver
C00107,Lori,Burton,brendabond@example.org,Hamilton,Ontario,2022-05-20,Bronze
C00108,Kristina,Cook,isaackemp@example.com,Toronto,Ontario,2022-12-03,Bronze
C00109,Jeffrey,Bennett,zvazquez@example.org,Ottawa,Ontario,2024-03-08,Bronze
C00110,William,Taylor,aliciaelliott@example.net,Ottawa,Ontario,2023-10-23,Bronze
C00111,Bryan,Cantrell,bergpeter@example.net,Calgary,Alberta,2021-09-12,Bronze
C00112,Gregory,Ayala,duncanallison@example.org,Edmonton,Alberta,2024-06-08,Bronze
C00113,Mary,Taylor,kim81@example.net,Ottawa,Ontario,2022-09-24,Silver
C00114,Jeffrey,Young,brittneydecker@example.org,Edmonton,Alberta,2024-10-23,Bronze
C00115,Bryce,Perry,marcushopkins@example.net,Brampton,Ontario,2025-06-16,Silver
C00116,Joshua,Jimenez,kevin13@example.org,Ottawa,Ontario,2026-06-11,Silver
C00117,Daniel,Smith,vfriedman@example.com,Brampton,Ontario,2023-05-28,Bronze
C00118,Alexandra,Moses,williamjohnson@example.net,Vancouver,British Columbia,2025-09-16,Bronze
C00119,Gina,King,vmullins@example.com,Vancouver,British Columbia,2024-06-08,Bronze
C00120,Daniel,Alexander,eric59@example.net,Ottawa,Ontario,2022-06-18,Bronze
C00121,Mathew,Silva,biancaraymond@example.net,Ottawa,Ontario,2023-04-06,Silver
C00122,Sharon,Morris,bakerelizabeth@example.com,Toronto,Ontario,2024-05-02,Bronze
C00123,Eric,Weiss,amberbarnes@example.net,Mississauga,Ontario,2022-05-09,Gold
C00124,Christopher,Lee,petersricky@example.org,Ottawa,Ontario,2023-11-14,Silver
C00125,Janice,White,davidmejia@example.org,Hamilton,Ontario,2022-04-14,Gold
C00126,Edward,Tucker,qmorris@example.com,Brampton,Ontario,2023-01-10,Silver
C00127,Sarah,Miller,dshepard@example.com,Calgary,Alberta,2026-03-26,Bronze
C00128,Robert,Mcdaniel,hesskari@example.org,Calgary,Alberta,2026-05-18,Bronze
C00129,Mathew,Wilson,wbowers@example.org,Toronto,Ontario,2025-08-03,Silver
C00130,Deanna,Watkins,cassandra26@example.org,Calgary,Alberta,2023-02-01,Bronze
C00131,Penny,Coleman,moratanya@example.net,Vancouver,British Columbia,2023-03-19,Silver
C00132,Nicole,Ryan,iallen@example.net,Edmonton,Alberta,2024-02-25,Bronze
C00133,Michael,Marshall,alice19@example.com,Calgary,Alberta,2021-12-12,Bronze
C00134,Michael,Neal,jeremysummers@example.org,Mississauga,Ontario,2021-12-03,Silver
C00135,Brent,Johnson,gregory89@example.net,Ottawa,Ontario,2026-06-28,Silver
C00136,Katelyn,Sampson,jonathanlucero@example.net,Ottawa,Ontario,2026-07-18,Bronze
C00137,Melissa,Adams,mooreelizabeth@example.net,Mississauga,Ontario,2025-08-02,Silver
C00138,Christopher,Carter,paulmitchell@example.org,Brampton,Ontario,2026-06-01,Bronze
C00139,Nathaniel,Munoz,bridget16@example.org,Toronto,Ontario,2022-03-12,Bronze
C00140,Nichole,Johnson,morganlisa@example.org,Toronto,Ontario,2022-03-25,Bronze
C00141,Brian,Lewis,steven17@example.org,Hamilton,Ontario,2026-02-13,Gold
C00142,James,Crawford,mclaughlinbrittney@example.net,Brampton,Ontario,2022-08-20,Bronze
C00143,Lori,Parker,ywilliams@example.com,Edmonton,Alberta,2024-03-13,Silver
C00144,Teresa,Pratt,robertopalmer@example.org,Ottawa,Ontario,2021-08-28,Bronze
C00145,Nicole,Anderson,michaelnelson@example.com,Ottawa,Ontario,2025-08-08,Silver
C00146,Melanie,Becker,stephenjackson@example.net,Ottawa,Ontario,2025-03-13,Silver
C00147,Andrew,Mann,fburns@example.net,Brampton,Ontario,2021-12-09,Silver
C00148,Michael,Lin,erinharris@example.org,Vancouver,British Columbia,2025-01-27,Bronze
C00149,Jeffrey,Vazquez,robertbrady@example.com,Hamilton,Ontario,2025-10-24,Silver
C00150,Sarah,Pierce,tamarahicks@example.com,Hamilton,Ontario,2024-06-13,Bronze
C00151,Jeremy,Curtis,muellertyler@example.com,Vancouver,British Columbia,2022-12-25,Bronze
C00152,Joseph,Coleman,taylorhall@example.org,Brampton,Ontario,2025-03-02,Silver
C00153,Brenda,Myers,scoleman@example.com,Brampton,Ontario,2026-03-01,Bronze
C00154,Kristina,Reeves,hobbscindy@example.org,Calgary,Alberta,2025-02-23,Silver
C00155,Sherri,Murray,elizabeth34@example.net,Brampton,Ontario,2024-05-28,Gold
C00156,Marcus,Mays,sheenagray@example.org,Ottawa,Ontario,2025-03-04,Bronze
C00157,Brian,Parks,ngutierrez@example.com,Vancouver,British Columbia,2022-11-11,Bronze
C00158,Peter,Miles,ooneal@example.net,Brampton,Ontario,2022-07-15,Gold
C00159,Samantha,Valentine,tiffanyruiz@example.net,Vancouver,British Columbia,2021-08-27,Bronze
C00160,Wyatt,Anderson,scarter@example.com,Vancouver,British Columbia,2025-06-09,Silver
C00161,Jerry,Mcdonald,jeremy57@example.com,Hamilton,Ontario,2025-06-30,Bronze
C00162,Adam,Ware,zporter@example.com,Vancouver,British Columbia,2023-09-25,Bronze
C00163,Jeffrey,Wilcox,petersonjoy@example.org,Toronto,Ontario,2025-08-30,Silver
C00164,Nancy,Andrews,sarahtaylor@example.org,Mississauga,Ontario,2025-09-01,Bronze
C00165,Jamie,Schroeder,clinejulie@example.com,Calgary,Alberta,2021-09-14,Bronze
C00166,Jose,Torres,balljoseph@example.net,Vancouver,British Columbia,2025-12-07,Bronze
C00167,Elizabeth,Hill,amberwang@example.com,Brampton,Ontario,2022-01-01,Bronze
C00168,Erika,Greene,allisonkenneth@example.com,Hamilton,Ontario,2022-10-05,Bronze
C00169,Nicole,Chapman,mitchellmartha@example.net,Toronto,Ontario,2025-11-21,Bronze
C00170,Lisa,Cain,youngjohn@example.com,Brampton,Ontario,2022-11-13,Bronze
C00171,Andrea,Maldonado,jennifermathews@example.net,Toronto,Ontario,2024-03-07,Silver
C00172,Diane,Little,njohnson@example.com,Mississauga,Ontario,2024-01-05,Bronze
C00173,Brittany,Alexander,bscott@example.org,Calgary,Alberta,2022-03-30,Bronze
C00174,Brenda,Jackson,justin92@example.com,Hamilton,Ontario,2025-11-05,Silver
C00175,James,Davis,krystalshelton@example.net,Hamilton,Ontario,2025-08-24,Gold
C00176,Emily,Harper,angela45@example.org,Hamilton,Ontario,2022-10-14,Gold
C00177,Robert,Vance,megancampbell@example.net,Calgary,Alberta,2024-01-31,Bronze
C00178,Martin,Bennett,umiller@example.net,Vancouver,British Columbia,2022-05-12,Bronze
C00179,Charles,Vasquez,jessica51@example.org,Hamilton,Ontario,2021-11-24,Bronze
C00180,Chad,Foster,brewernatalie@example.com,Edmonton,Alberta,2023-07-19,Silver
C00181,Amy,Chavez,abigail94@example.net,Hamilton,Ontario,2022-04-14,Bronze
C00182,Erika,Johnson,shellyyoung@example.org,Ottawa,Ontario,2024-03-21,Gold
C00183,Victoria,Gomez,rsmith@example.net,Toronto,Ontario,2024-07-29,Bronze
C00184,Shawna,Clark,medinabrian@example.net,Mississauga,Ontario,2022-06-21,Bronze
C00185,Benjamin,Osborne,lrodriguez@example.com,Mississauga,Ontario,2026-03-25,Silver
C00186,Laura,Black,farleypeter@example.org,Calgary,Alberta,2023-11-17,Bronze
C00187,Debra,Rodriguez,sara66@example.org,Vancouver,British Columbia,2025-04-12,Bronze
C00188,Amanda,Murray,ucruz@example.net,Vancouver,British Columbia,2025-02-26,Silver
C00189,Desiree,Ruiz,morrisjose@example.org,Ottawa,Ontario,2025-06-15,Bronze
C00190,David,Martinez,bryan65@example.net,Edmonton,Alberta,2024-09-09,Gold
C00191,Daniel,Taylor,hawkinserin@example.net,Edmonton,Alberta,2026-07-19,Silver
C00192,Dylan,Peters,jennifer53@example.org,Vancouver,British Columbia,2023-11-23,Bronze
C00193,Sophia,Miller,burnsrobyn@example.net,Hamilton,Ontario,2022-06-19,Bronze
C00194,Andrew,Welch,crystal32@example.net,Mississauga,Ontario,2025-12-27,Silver
C00195,Hannah,Gordon,cooperalejandra@example.net,Brampton,Ontario,2022-01-12,Bronze
C00196,Anthony,Powell,randall73@example.net,Ottawa,Ontario,2021-11-04,Silver
C00197,Edward,Wiley,bethrhodes@example.org,Hamilton,Ontario,2026-04-19,Bronze
C00198,Amy,Murphy,shanewelch@example.org,Hamilton,Ontario,2026-05-03,Bronze
C00199,Megan,Greer,harrisbrenda@example.net,Toronto,Ontario,2022-02-09,Bronze
C00200,Paul,Myers,janice83@example.com,Vancouver,British Columbia,2021-11-09,Bronze
C00201,Mary,Reed,amber79@example.com,Calgary,Alberta,2023-07-31,Silver
C00202,Jennifer,Brown,swilson@example.net,Brampton,Ontario,2022-03-21,Bronze
C00203,Bradley,Zimmerman,tsharp@example.org,Edmonton,Alberta,2024-08-03,Bronze
C00204,Caitlin,Lee,gsalazar@example.com,Vancouver,British Columbia,2026-05-29,Bronze
C00205,Kimberly,Villa,matthewsholly@example.com,Mississauga,Ontario,2021-10-28,Bronze
C00206,Benjamin,Lopez,friedmanjeffrey@example.net,Brampton,Ontario,2023-06-09,Bronze
C00207,Sharon,Thomas,juliehudson@example.org,Hamilton,Ontario,2025-06-06,Bronze
C00208,Tamara,Garrett,probinson@example.com,Calgary,Alberta,2024-10-12,Silver
C00209,Angie,Andrews,allenamy@example.net,Brampton,Ontario,2023-04-24,Bronze
C00210,Jacqueline,Castaneda,andrewmcpherson@example.com,Edmonton,Alberta,2025-08-30,Bronze
C00211,Lisa,Brown,fcline@example.net,Calgary,Alberta,2024-10-21,Bronze
C00212,Sean,Cook,sanchezsharon@example.org,Brampton,Ontario,2021-08-17,Silver
C00213,David,Davis,dennislam@example.com,Vancouver,British Columbia,2021-08-16,Bronze
C00214,Gabriela,Mckinney,michelle88@example.org,Brampton,Ontario,2022-05-05,Bronze
C00215,Dennis,Jennings,pknight@example.net,Mississauga,Ontario,2022-02-22,Bronze
C00216,Anthony,Anderson,mgould@example.net,Edmonton,Alberta,2025-08-26,Silver
C00217,Ryan,Banks,herbert13@example.org,Ottawa,Ontario,2022-04-28,Bronze
C00218,Travis,Smith,idavidson@example.com,Ottawa,Ontario,2023-08-27,Bronze
C00219,Nicole,Porter,michaelfischer@example.com,Brampton,Ontario,2022-04-08,Silver
C00220,Erin,Lane,richardmiller@example.com,Calgary,Alberta,2024-12-07,Bronze
C00221,Brandy,Foster,brandonjackson@example.com,Vancouver,British Columbia,2025-03-08,Silver
C00222,Alexander,Murphy,nleblanc@example.net,Brampton,Ontario,2021-10-14,Bronze
C00223,Richard,Clements,amendez@example.net,Toronto,Ontario,2024-01-19,Bronze
C00224,Robert,Martin,dylan04@example.net,Ottawa,Ontario,2021-11-26,Bronze
C00225,Dylan,Singh,tcline@example.org,Ottawa,Ontario,2024-09-11,Gold
C00226,Tamara,Ward,poolemadeline@example.net,Hamilton,Ontario,2024-02-20,Silver
C00227,Kelly,Patterson,dickersonjason@example.org,Calgary,Alberta,2022-01-24,Bronze
C00228,Christine,Johnson,pyoung@example.org,Ottawa,Ontario,2025-03-13,Silver
C00229,Raymond,Cuevas,jroberts@example.org,Brampton,Ontario,2021-08-10,Bronze
C00230,Michael,Liu,lisaburgess@example.org,Hamilton,Ontario,2023-09-24,Silver
C00231,Derek,Ward,lisajoseph@example.net,Edmonton,Alberta,2025-03-20,Bronze
C00232,Michelle,Baker,marynewman@example.org,Calgary,Alberta,2024-05-26,Bronze
C00233,Rachel,Phillips,bharris@example.com,Hamilton,Ontario,2025-09-15,Bronze
C00234,Kristin,Johnson,phillipmathis@example.com,Brampton,Ontario,2022-07-18,Bronze
C00235,Melissa,West,aflores@example.org,Edmonton,Alberta,2025-04-01,Bronze
C00236,Megan,Allen,nellis@example.com,Edmonton,Alberta,2021-09-10,Silver
C00237,Kimberly,Daniels,ryankelly@example.net,Calgary,Alberta,2025-08-01,Bronze
C00238,William,Johnson,joseph16@example.net,Calgary,Alberta,2025-07-02,Silver
C00239,Erin,Harrison,zsmith@example.org,Calgary,Alberta,2024-01-08,Silver
C00240,Kimberly,Clay,clarkjeffrey@example.org,Mississauga,Ontario,2025-11-08,Bronze
C00241,Bobby,Brown,stephaniemartinez@example.net,Toronto,Ontario,2021-10-06,Silver
C00242,Jane,Price,hesterchristina@example.org,Calgary,Alberta,2023-07-14,Bronze
C00243,Linda,Werner,sharon84@example.org,Hamilton,Ontario,2025-06-11,Bronze
C00244,Tammy,Moran,yatescrystal@example.org,Vancouver,British Columbia,2021-12-15,Gold
C00245,Erik,Smith,margaret13@example.org,Brampton,Ontario,2025-12-26,Gold
C00246,Mariah,Hayes,keithking@example.org,Vancouver,British Columbia,2026-04-07,Bronze
C00247,James,Allen,owenwilliam@example.org,Ottawa,Ontario,2023-03-27,Silver
C00248,Jennifer,Little,tinamueller@example.org,Calgary,Alberta,2025-03-29,Bronze
C00249,Thomas,Martinez,jessicayoder@example.net,Vancouver,British Columbia,2026-05-15,Bronze
C00250,Sherry,Burns,ianrobinson@example.net,Vancouver,British Columbia,2022-03-29,Bronze
C00251,Benjamin,Reilly,gmcguire@example.org,Mississauga,Ontario,2024-02-12,Bronze
C00252,Carol,Brewer,dorismcdonald@example.org,Hamilton,Ontario,2021-10-12,Silver
C00253,Paul,Smith,tcunningham@example.net,Mississauga,Ontario,2025-08-17,Bronze
C00254,Spencer,Bass,collinssara@example.org,Edmonton,Alberta,2023-12-27,Gold
C00255,Jennifer,Johnston,gabrielobrien@example.com,Calgary,Alberta,2023-08-02,Silver
C00256,Tami,Jennings,manuelconner@example.net,Mississauga,Ontario,2022-06-06,Silver
C00257,Anita,Garrett,pjacobson@example.net,Calgary,Alberta,2023-10-25,Gold
C00258,Ronald,Parrish,moyerbrianna@example.com,Brampton,Ontario,2026-05-03,Bronze
C00259,Crystal,White,karajackson@example.org,Mississauga,Ontario,2024-07-01,Bronze
C00260,Paul,Evans,kimberly16@example.net,Brampton,Ontario,2022-06-04,Bronze
C00261,Lisa,Brown,stephanie94@example.org,Mississauga,Ontario,2024-07-17,Bronze
C00262,Adrian,Taylor,jamesschmidt@example.net,Calgary,Alberta,2021-10-30,Bronze
C00263,Elizabeth,Daniels,patrickrivera@example.org,Mississauga,Ontario,2022-11-27,Silver
C00264,Erik,Guzman,keithprice@example.com,Vancouver,British Columbia,2025-07-09,Bronze
C00265,Sara,Jones,yrussell@example.org,Calgary,Alberta,2023-12-15,Bronze
C00266,Gloria,Hall,linda25@example.net,Ottawa,Ontario,2023-07-19,Silver
C00267,Jeanette,Mejia,jasoncole@example.net,Brampton,Ontario,2023-01-08,Silver
C00268,Michael,Adams,xshort@example.net,Calgary,Alberta,2025-10-28,Bronze
C00269,Donald,Weaver,robertweber@example.org,Hamilton,Ontario,2024-12-10,Silver
C00270,Heather,Gonzales,megan76@example.com,Edmonton,Alberta,2023-06-05,Bronze
C00271,Steven,Burke,lopezmichael@example.com,Calgary,Alberta,2022-11-29,Bronze
C00272,Andrew,Taylor,fullerjeanette@example.org,Hamilton,Ontario,2023-11-07,Silver
C00273,Allison,Moore,tfleming@example.org,Vancouver,British Columbia,2021-10-29,Silver
C00274,David,Howard,randall82@example.org,Toronto,Ontario,2021-12-17,Bronze
C00275,Jason,Chan,joannecarter@example.net,Ottawa,Ontario,2023-04-14,Bronze
C00276,Jeffrey,Sampson,nicholas35@example.org,Toronto,Ontario,2022-05-16,Silver
C00277,Megan,Smith,timothyfrazier@example.com,Vancouver,British Columbia,2023-03-17,Bronze
C00278,Joshua,Mitchell,glennhebert@example.net,Mississauga,Ontario,2025-12-14,Bronze
C00279,Andrea,Evans,mallory43@example.com,Hamilton,Ontario,2024-07-19,Bronze
C00280,Richard,Bennett,howellashley@example.com,Mississauga,Ontario,2025-01-13,Bronze
C00281,Rickey,Fritz,gsmith@example.net,Toronto,Ontario,2023-09-08,Bronze
C00282,Bonnie,Ross,umorgan@example.org,Toronto,Ontario,2024-12-08,Bronze
C00283,Alejandra,Rose,zreilly@example.com,Hamilton,Ontario,2023-03-25,Bronze
C00284,Jane,Cox,kelly24@example.com,Toronto,Ontario,2026-01-24,Bronze
C00285,Victoria,Ford,hwhite@example.com,Vancouver,British Columbia,2022-09-16,Bronze
C00286,Samantha,Williams,vanessamiller@example.net,Ottawa,Ontario,2023-07-25,Bronze
C00287,Stephanie,Boone,taylorbrandon@example.net,Calgary,Alberta,2026-06-15,Bronze
C00288,Abigail,Howard,sean89@example.org,Edmonton,Alberta,2022-03-29,Bronze
C00289,Crystal,Hart,durhamkatherine@example.net,Calgary,Alberta,2025-06-22,Bronze
C00290,Martin,Mcmillan,rhernandez@example.org,Mississauga,Ontario,2023-06-04,Bronze
C00291,Michael,Butler,hickscourtney@example.net,Mississauga,Ontario,2023-08-04,Bronze
C00292,John,Wright,younglynn@example.com,Hamilton,Ontario,2025-11-22,Silver
C00293,Lori,Roy,qpeterson@example.com,Toronto,Ontario,2024-12-05,Bronze
C00294,Alexis,Kirby,ericksoncraig@example.com,Mississauga,Ontario,2025-04-11,Bronze
C00295,Chelsea,Robinson,torresalice@example.com,Ottawa,Ontario,2023-10-12,Bronze
C00296,Anthony,Douglas,halldennis@example.net,Vancouver,British Columbia,2026-04-11,Bronze
C00297,Richard,Mills,omcfarland@example.com,Calgary,Alberta,2024-06-27,Silver
C00298,Natalie,Herrera,henryvelez@example.org,Toronto,Ontario,2024-06-29,Bronze
C00299,Ronald,Lynn,tmoyer@example.net,Vancouver,British Columbia,2022-01-25,Bronze
C00300,Jessica,Johnson,mrichard@example.com,Toronto,Ontario,2024-01-03,Gold
C00301,Jamie,Morgan,roberthamilton@example.com,Ottawa,Ontario,2023-02-04,Silver
C00302,Melinda,Mendoza,pauldestiny@example.net,Hamilton,Ontario,2022-11-12,Silver
C00303,Stephanie,Johnson,steven84@example.net,Ottawa,Ontario,2024-01-26,Bronze
C00304,Gary,Barnes,eferguson@example.com,Vancouver,British Columbia,2023-02-10,Bronze
C00305,David,Gilbert,robert78@example.net,Brampton,Ontario,2023-04-28,Bronze
